stationen,ort,jahr,niederschlag,lat,lon
AAF,Aadorf,1930,1318.2,47.5,8.9
AAF,Aadorf,1931,1189.3,47.5,8.9
AAF,Aadorf,1932,1025.6,47.5,8.9
AAF,Aadorf,1933,1122.6,47.5,8.9
AAF,Aadorf,1934,920.8,47.5,8.9
AAF,Aadorf,1935,1283.3,47.5,8.9
AAF,Aadorf,1936,1133.6,47.5,8.9
AAF,Aadorf,1937,1112,47.5,8.9
AAF,Aadorf,1938,1039.7,47.5,8.9
AAF,Aadorf,1939,1288.3,47.5,8.9
AAF,Aadorf,1940,1399,47.5,8.9
AAF,Aadorf,1941,1012.3,47.5,8.9
AAF,Aadorf,1942,1071.9,47.5,8.9
AAF,Aadorf,1943,828.6,47.5,8.9
AAF,Aadorf,1944,1184.3,47.5,8.9
AAF,Aadorf,1945,994.2,47.5,8.9
AAF,Aadorf,1946,1049.5,47.5,8.9
AAF,Aadorf,1947,941.1,47.5,8.9
AAF,Aadorf,1948,979.8,47.5,8.9
AAF,Aadorf,1949,685.9,47.5,8.9
AAF,Aadorf,1950,1189.9,47.5,8.9
AAF,Aadorf,1951,1107.3,47.5,8.9
AAF,Aadorf,1952,1287.5,47.5,8.9
AAF,Aadorf,1953,884.6,47.5,8.9
AAF,Aadorf,1954,1154.1,47.5,8.9
AAF,Aadorf,1955,1237.7,47.5,8.9
AAF,Aadorf,1956,1053.7,47.5,8.9
AAF,Aadorf,1957,985.3,47.5,8.9
AAF,Aadorf,1958,1312.9,47.5,8.9
AAF,Aadorf,1959,895.7,47.5,8.9
AAF,Aadorf,1960,1189.7,47.5,8.9
AAF,Aadorf,1961,1057,47.5,8.9
AAF,Aadorf,1962,1035.7,47.5,8.9
AAF,Aadorf,1963,1012.1,47.5,8.9
AAF,Aadorf,1964,1066.6,47.5,8.9
AAF,Aadorf,1965,1522,47.5,8.9
AAF,Aadorf,1966,1430.2,47.5,8.9
AAF,Aadorf,1967,1042.7,47.5,8.9
AAF,Aadorf,1968,1143.5,47.5,8.9
AAF,Aadorf,1969,1043.7,47.5,8.9
AAF,Aadorf,1970,1237.4,47.5,8.9
AAF,Aadorf,1971,955.2,47.5,8.9
AAF,Aadorf,1972,973.1,47.5,8.9
AAF,Aadorf,1973,915.7,47.5,8.9
AAF,Aadorf,1974,1159.3,47.5,8.9
AAF,Aadorf,1975,1132.1,47.5,8.9
AAF,Aadorf,1976,1032.2,47.5,8.9
AAF,Aadorf,1977,1205.2,47.5,8.9
AAF,Aadorf,1978,1305.7,47.5,8.9
AAF,Aadorf,1979,1326.5,47.5,8.9
AAF,Aadorf,1980,1108.9,47.5,8.9
AAF,Aadorf,1981,1325,47.5,8.9
AAF,Aadorf,1982,1255.9,47.5,8.9
AAF,Aadorf,1983,1036.9,47.5,8.9
AAF,Aadorf,1984,1081,47.5,8.9
AAF,Aadorf,1985,982.1,47.5,8.9
AAF,Aadorf,1986,1315.5,47.5,8.9
AAF,Aadorf,1987,1096.2,47.5,8.9
AAF,Aadorf,1988,1332.3,47.5,8.9
AAF,Aadorf,1989,1018.8,47.5,8.9
AAF,Aadorf,1990,1202.6,47.5,8.9
AAF,Aadorf,1991,934.8,47.5,8.9
AAF,Aadorf,1992,1160.8,47.5,8.9
AAF,Aadorf,1993,1065.7,47.5,8.9
AAF,Aadorf,1994,1240.6,47.5,8.9
AAF,Aadorf,1995,1479,47.5,8.9
AAF,Aadorf,1996,1093.9,47.5,8.9
AAF,Aadorf,1997,993.6,47.5,8.9
TAE,Aadorf / Tänikon,1970,1408.4,47.48333333,8.9
TAE,Aadorf / Tänikon,1971,1069.4,47.48333333,8.9
TAE,Aadorf / Tänikon,1972,1067.6,47.48333333,8.9
TAE,Aadorf / Tänikon,1973,1040.6,47.48333333,8.9
TAE,Aadorf / Tänikon,1974,1413.9,47.48333333,8.9
TAE,Aadorf / Tänikon,1975,1170.8,47.48333333,8.9
TAE,Aadorf / Tänikon,1976,1047.6,47.48333333,8.9
TAE,Aadorf / Tänikon,1977,1239.9,47.48333333,8.9
TAE,Aadorf / Tänikon,1978,1398.8,47.48333333,8.9
TAE,Aadorf / Tänikon,1979,1367.5,47.48333333,8.9
TAE,Aadorf / Tänikon,1980,1189.6,47.48333333,8.9
TAE,Aadorf / Tänikon,1981,1532,47.48333333,8.9
TAE,Aadorf / Tänikon,1982,1214.9,47.48333333,8.9
TAE,Aadorf / Tänikon,1983,992.9,47.48333333,8.9
TAE,Aadorf / Tänikon,1984,1131.6,47.48333333,8.9
TAE,Aadorf / Tänikon,1985,925,47.48333333,8.9
TAE,Aadorf / Tänikon,1986,1227.1,47.48333333,8.9
TAE,Aadorf / Tänikon,1987,1085.5,47.48333333,8.9
TAE,Aadorf / Tänikon,1988,1264.8,47.48333333,8.9
TAE,Aadorf / Tänikon,1989,1010.6,47.48333333,8.9
TAE,Aadorf / Tänikon,1990,1220.8,47.48333333,8.9
TAE,Aadorf / Tänikon,1991,999.9,47.48333333,8.9
TAE,Aadorf / Tänikon,1992,1153.3,47.48333333,8.9
TAE,Aadorf / Tänikon,1993,1168.5,47.48333333,8.9
TAE,Aadorf / Tänikon,1994,1274.5,47.48333333,8.9
TAE,Aadorf / Tänikon,1995,1428.4,47.48333333,8.9
TAE,Aadorf / Tänikon,1996,1075.5,47.48333333,8.9
TAE,Aadorf / Tänikon,1997,1005.3,47.48333333,8.9
TAE,Aadorf / Tänikon,1998,1162.8,47.48333333,8.9
TAE,Aadorf / Tänikon,1999,1419.2,47.48333333,8.9
TAE,Aadorf / Tänikon,2000,1127.7,47.48333333,8.9
TAE,Aadorf / Tänikon,2001,1582,47.48333333,8.9
TAE,Aadorf / Tänikon,2002,1358.2,47.48333333,8.9
TAE,Aadorf / Tänikon,2003,919.7,47.48333333,8.9
TAE,Aadorf / Tänikon,2004,1103.7,47.48333333,8.9
TAE,Aadorf / Tänikon,2005,1082.6,47.48333333,8.9
TAE,Aadorf / Tänikon,2006,1209.8,47.48333333,8.9
TAE,Aadorf / Tänikon,2007,1295.5,47.48333333,8.9
TAE,Aadorf / Tänikon,2008,1192,47.48333333,8.9
TAE,Aadorf / Tänikon,2009,1137.8,47.48333333,8.9
TAE,Aadorf / Tänikon,2010,1226.9,47.48333333,8.9
TAE,Aadorf / Tänikon,2011,969.9,47.48333333,8.9
TAE,Aadorf / Tänikon,2012,1293.2,47.48333333,8.9
TAE,Aadorf / Tänikon,2013,1134.2,47.48333333,8.9
TAE,Aadorf / Tänikon,2014,1112.8,47.48333333,8.9
TAE,Aadorf / Tänikon,2015,907.2,47.48333333,8.9
TAE,Aadorf / Tänikon,2016,1249.2,47.48333333,8.9
TAE,Aadorf / Tänikon,2017,1236.9,47.48333333,8.9
TAE,Aadorf / Tänikon,2018,912.1,47.48333333,8.9
TAE,Aadorf / Tänikon,2019,1196.3,47.48333333,8.9
TAE,Aadorf / Tänikon,2020,1106.4,47.48333333,8.9
TAE,Aadorf / Tänikon,2021,1376,47.48333333,8.9
TAE,Aadorf / Tänikon,2022,1116.8,47.48333333,8.9
AAR,Aarau-Unterentfelden,1931,1202.3,47.38333333,8.05
AAR,Aarau-Unterentfelden,1932,921.5,47.38333333,8.05
AAR,Aarau-Unterentfelden,1933,888.6,47.38333333,8.05
AAR,Aarau-Unterentfelden,1934,863.5,47.38333333,8.05
AAR,Aarau-Unterentfelden,1935,1294.7,47.38333333,8.05
AAR,Aarau-Unterentfelden,1936,1267.1,47.38333333,8.05
AAR,Aarau-Unterentfelden,1937,1039.7,47.38333333,8.05
AAR,Aarau-Unterentfelden,1938,930.3,47.38333333,8.05
AAR,Aarau-Unterentfelden,1939,1435.7,47.38333333,8.05
AAR,Aarau-Unterentfelden,1940,1404.7,47.38333333,8.05
AAR,Aarau-Unterentfelden,1941,967.2,47.38333333,8.05
AAR,Aarau-Unterentfelden,1942,867.1,47.38333333,8.05
AAR,Aarau-Unterentfelden,1943,814.1,47.38333333,8.05
AAR,Aarau-Unterentfelden,1944,996.1,47.38333333,8.05
AAR,Aarau-Unterentfelden,1945,1054.1,47.38333333,8.05
AAR,Aarau-Unterentfelden,1946,896.4,47.38333333,8.05
AAR,Aarau-Unterentfelden,1947,727.3,47.38333333,8.05
AAR,Aarau-Unterentfelden,1948,990.6,47.38333333,8.05
AAR,Aarau-Unterentfelden,1949,638.3,47.38333333,8.05
AAR,Aarau-Unterentfelden,1950,943.6,47.38333333,8.05
AAR,Aarau-Unterentfelden,1951,1105.6,47.38333333,8.05
AAR,Aarau-Unterentfelden,1952,1228.1,47.38333333,8.05
AAR,Aarau-Unterentfelden,1953,703.7,47.38333333,8.05
AAR,Aarau-Unterentfelden,1954,1128.7,47.38333333,8.05
AAR,Aarau-Unterentfelden,1955,1050.1,47.38333333,8.05
AAR,Aarau-Unterentfelden,1956,1050.2,47.38333333,8.05
AAR,Aarau-Unterentfelden,1957,904.1,47.38333333,8.05
AAR,Aarau-Unterentfelden,1958,1039.6,47.38333333,8.05
AAR,Aarau-Unterentfelden,1959,836,47.38333333,8.05
AAR,Aarau-Unterentfelden,1960,1010.7,47.38333333,8.05
AAR,Aarau-Unterentfelden,1961,904.3,47.38333333,8.05
AAR,Aarau-Unterentfelden,1962,786.7,47.38333333,8.05
AAR,Aarau-Unterentfelden,1963,971.9,47.38333333,8.05
AAR,Aarau-Unterentfelden,1964,841.9,47.38333333,8.05
AAR,Aarau-Unterentfelden,1965,1326.4,47.38333333,8.05
AAR,Aarau-Unterentfelden,1966,1173.1,47.38333333,8.05
AAR,Aarau-Unterentfelden,1967,835.7,47.38333333,8.05
AAR,Aarau-Unterentfelden,1968,1253.6,47.38333333,8.05
AAR,Aarau-Unterentfelden,1969,867.2,47.38333333,8.05
AAR,Aarau-Unterentfelden,1970,1039.9,47.38333333,8.05
AAR,Aarau-Unterentfelden,1971,884.1,47.38333333,8.05
AAR,Aarau-Unterentfelden,1972,978.8,47.38333333,8.05
AAR,Aarau-Unterentfelden,1973,1082.7,47.38333333,8.05
AAR,Aarau-Unterentfelden,1974,1266.1,47.38333333,8.05
AAR,Aarau-Unterentfelden,1975,1076.7,47.38333333,8.05
AAR,Aarau-Unterentfelden,1976,831.5,47.38333333,8.05
AAR,Aarau-Unterentfelden,1977,1319.3,47.38333333,8.05
AAR,Aarau-Unterentfelden,1978,1186.8,47.38333333,8.05
AAR,Aarau-Unterentfelden,1979,1301.6,47.38333333,8.05
AAR,Aarau-Unterentfelden,1980,1138.1,47.38333333,8.05
AAR,Aarau-Unterentfelden,1981,1475,47.38333333,8.05
AAR,Aarau-Unterentfelden,1982,1400.1,47.38333333,8.05
AAR,Aarau-Unterentfelden,1983,1141.5,47.38333333,8.05
AAR,Aarau-Unterentfelden,1984,1161.4,47.38333333,8.05
ABE,Aarberg,1930,1120.2,47.05,7.283333333
ABE,Aarberg,1931,1024.2,47.05,7.283333333
ABE,Aarberg,1932,846.8,47.05,7.283333333
ABE,Aarberg,1933,839.4,47.05,7.283333333
ABE,Aarberg,1934,793.7,47.05,7.283333333
ABE,Aarberg,1935,1196.1,47.05,7.283333333
ABE,Aarberg,1936,1021.5,47.05,7.283333333
ABE,Aarberg,1937,1088.5,47.05,7.283333333
ABE,Aarberg,1938,1002.9,47.05,7.283333333
ABE,Aarberg,1939,1253.1,47.05,7.283333333
ABE,Aarberg,1940,1152,47.05,7.283333333
ABE,Aarberg,1941,769.9,47.05,7.283333333
ABE,Aarberg,1942,885.9,47.05,7.283333333
ABE,Aarberg,1943,771,47.05,7.283333333
ABE,Aarberg,1944,1071.1,47.05,7.283333333
ABE,Aarberg,1945,792.2,47.05,7.283333333
ABE,Aarberg,1946,973.6,47.05,7.283333333
ABE,Aarberg,1947,735.5,47.05,7.283333333
ABE,Aarberg,1948,1020.7,47.05,7.283333333
ABE,Aarberg,1949,635.3,47.05,7.283333333
ABE,Aarberg,1950,1317.1,47.05,7.283333333
ABE,Aarberg,1951,1174.6,47.05,7.283333333
ABE,Aarberg,1952,1325.1,47.05,7.283333333
ABE,Aarberg,1953,668.3,47.05,7.283333333
ABE,Aarberg,1954,1112.4,47.05,7.283333333
ABE,Aarberg,1955,1083.6,47.05,7.283333333
ABE,Aarberg,1956,994.8,47.05,7.283333333
ABE,Aarberg,1957,877.3,47.05,7.283333333
ABE,Aarberg,1958,1048.1,47.05,7.283333333
ABE,Aarberg,1959,939.6,47.05,7.283333333
ABE,Aarberg,1960,1097.1,47.05,7.283333333
ABE,Aarberg,1961,1065.1,47.05,7.283333333
ABE,Aarberg,1962,913.8,47.05,7.283333333
ABE,Aarberg,1963,1064.2,47.05,7.283333333
ABE,Aarberg,1964,828.5,47.05,7.283333333
ABE,Aarberg,1965,1360.9,47.05,7.283333333
ABE,Aarberg,1966,1079.8,47.05,7.283333333
ABE,Aarberg,1967,925.1,47.05,7.283333333
ABE,Aarberg,1968,1181.2,47.05,7.283333333
ABE,Aarberg,1969,822.6,47.05,7.283333333
ABE,Aarberg,1970,1044,47.05,7.283333333
ABE,Aarberg,1971,785.7,47.05,7.283333333
ABE,Aarberg,1972,862.7,47.05,7.283333333
ABE,Aarberg,1973,814.6,47.05,7.283333333
ABE,Aarberg,1974,970.5,47.05,7.283333333
ABE,Aarberg,1975,839.5,47.05,7.283333333
ABE,Aarberg,1976,699.9,47.05,7.283333333
ABE,Aarberg,1977,1222.7,47.05,7.283333333
ABE,Aarberg,1978,1039.7,47.05,7.283333333
ABE,Aarberg,1979,1121.8,47.05,7.283333333
ABE,Aarberg,1980,1283.7,47.05,7.283333333
ABE,Aarberg,1981,1314.5,47.05,7.283333333
ABE,Aarberg,1982,1183.6,47.05,7.283333333
ABE,Aarberg,1983,979,47.05,7.283333333
ABE,Aarberg,1984,1068.9,47.05,7.283333333
ABE,Aarberg,1985,976.4,47.05,7.283333333
ABE,Aarberg,1986,1128.2,47.05,7.283333333
ABE,Aarberg,1987,1215.1,47.05,7.283333333
ABE,Aarberg,1988,1182.2,47.05,7.283333333
ABE,Aarberg,1989,771.3,47.05,7.283333333
ABE,Aarberg,1990,1137.4,47.05,7.283333333
ABE,Aarberg,1991,862.9,47.05,7.283333333
ABE,Aarberg,1992,1100.8,47.05,7.283333333
ABE,Aarberg,1993,896.1,47.05,7.283333333
ABE,Aarberg,1994,1138.8,47.05,7.283333333
ABE,Aarberg,1995,1177.8,47.05,7.283333333
ABE,Aarberg,1996,831.4,47.05,7.283333333
ABE,Aarberg,1997,916.8,47.05,7.283333333
ABE,Aarberg,1998,991.2,47.05,7.283333333
ABE,Aarberg,1999,1456.7,47.05,7.283333333
ABE,Aarberg,2000,1050.4,47.05,7.283333333
ABE,Aarberg,2001,1285.1,47.05,7.283333333
ABE,Aarberg,2002,1186.4,47.05,7.283333333
ABE,Aarberg,2003,777.4,47.05,7.283333333
ABE,Aarberg,2004,1015.2,47.05,7.283333333
ABE,Aarberg,2005,810.8,47.05,7.283333333
ABE,Aarberg,2006,1227.1,47.05,7.283333333
ABE,Aarberg,2007,1269.6,47.05,7.283333333
ABE,Aarberg,2008,994.2,47.05,7.283333333
ABE,Aarberg,2009,959.4,47.05,7.283333333
ABE,Aarberg,2010,866.7,47.05,7.283333333
ABE,Aarberg,2011,744.4,47.05,7.283333333
ABE,Aarberg,2012,1164.7,47.05,7.283333333
ABE,Aarberg,2013,1147.7,47.05,7.283333333
ABE,Aarberg,2014,1074.1,47.05,7.283333333
ABE,Aarberg,2015,858.1,47.05,7.283333333
ABE,Aarberg,2016,1262,47.05,7.283333333
ABE,Aarberg,2017,911.1,47.05,7.283333333
ABE,Aarberg,2018,915.5,47.05,7.283333333
ABE,Aarberg,2019,995.1,47.05,7.283333333
ABE,Aarberg,2020,1021.1,47.05,7.283333333
ABE,Aarberg,2021,1266.6,47.05,7.283333333
ABE,Aarberg,2022,859,47.05,7.283333333
COM,Acquarossa / Comprovasco,1930,1428.7,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1931,1354.8,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1932,1335.6,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1933,1061.2,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1934,1493.6,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1935,1728.8,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1936,1231.3,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1937,1567.8,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1938,1112.4,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1939,1720.4,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1940,1268.7,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1941,1197.9,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1942,1313.2,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1943,887,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1944,1091.2,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1945,1051.8,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1946,1350,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1947,1191,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1948,1057.5,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1949,779.1,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1950,1185.3,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1951,1950.6,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1952,1384.2,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1953,1026.1,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1954,1429.4,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1955,876.1,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1956,1415.8,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1957,1303.7,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1958,1352.8,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1959,1065,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1960,1879.5,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1961,1061.1,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1962,849,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1963,1718.2,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1964,917.9,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1965,1222.5,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1966,1305.4,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1967,1348.4,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1968,1773.5,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1969,1111.8,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1970,1358.2,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1971,1111.5,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1972,1130.2,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1973,1096.7,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1974,1088.3,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1975,1503.3,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1976,1246.4,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1977,,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1978,,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1979,,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1980,,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1981,,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1982,,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1983,,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1984,,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1985,,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1986,,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1987,,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1988,,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1989,1031.8,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1990,1055.7,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1991,1200.8,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1992,1108.9,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1993,1746,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1994,1432.1,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1995,1044.3,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1996,1282.2,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1997,1082.8,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1998,1227.4,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,1999,1688.4,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,2000,1683.7,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,2001,1343.6,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,2002,1792.4,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,2003,923.2,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,2004,1241.3,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,2005,661.7,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,2006,1019.1,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,2007,970.6,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,2008,1700.1,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,2009,1351.4,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,2010,1427.5,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,2011,1048.2,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,2012,1506.8,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,2013,1392.6,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,2014,1678,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,2015,1157.2,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,2016,1124.2,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,2017,1094.2,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,2018,1076,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,2019,1392.6,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,2020,1097.8,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,2021,1120,46.46666667,8.933333333
COM,Acquarossa / Comprovasco,2022,681.7,46.46666667,8.933333333
ABO,Adelboden,1930,1746.5,46.5,7.566666667
ABO,Adelboden,1931,1389.7,46.5,7.566666667
ABO,Adelboden,1932,1475.9,46.5,7.566666667
ABO,Adelboden,1933,1189.4,46.5,7.566666667
ABO,Adelboden,1934,956,46.5,7.566666667
ABO,Adelboden,1935,1580.3,46.5,7.566666667
ABO,Adelboden,1936,1570.8,46.5,7.566666667
ABO,Adelboden,1937,1373.8,46.5,7.566666667
ABO,Adelboden,1938,1139.8,46.5,7.566666667
ABO,Adelboden,1939,1512.7,46.5,7.566666667
ABO,Adelboden,1940,1543.5,46.5,7.566666667
ABO,Adelboden,1941,1113.2,46.5,7.566666667
ABO,Adelboden,1942,1062.2,46.5,7.566666667
ABO,Adelboden,1943,1070.9,46.5,7.566666667
ABO,Adelboden,1944,1527.9,46.5,7.566666667
ABO,Adelboden,1945,1286.3,46.5,7.566666667
ABO,Adelboden,1946,1202.5,46.5,7.566666667
ABO,Adelboden,1947,1154.5,46.5,7.566666667
ABO,Adelboden,1948,1195.9,46.5,7.566666667
ABO,Adelboden,1949,996.3,46.5,7.566666667
ABO,Adelboden,1950,1400.1,46.5,7.566666667
ABO,Adelboden,1951,1163.6,46.5,7.566666667
ABO,Adelboden,1952,1393,46.5,7.566666667
ABO,Adelboden,1953,891.2,46.5,7.566666667
ABO,Adelboden,1954,1458.8,46.5,7.566666667
ABO,Adelboden,1955,1402.4,46.5,7.566666667
ABO,Adelboden,1956,1273.4,46.5,7.566666667
ABO,Adelboden,1957,1238.2,46.5,7.566666667
ABO,Adelboden,1958,1587,46.5,7.566666667
ABO,Adelboden,1959,1107.5,46.5,7.566666667
ABO,Adelboden,1960,1406.1,46.5,7.566666667
ABO,Adelboden,1961,1305.2,46.5,7.566666667
ABO,Adelboden,1962,1241.9,46.5,7.566666667
ABO,Adelboden,1963,1155.2,46.5,7.566666667
ABO,Adelboden,1964,1067.9,46.5,7.566666667
ABO,Adelboden,1965,1708.2,46.5,7.566666667
ABO,Adelboden,1966,1393.9,46.5,7.566666667
ABO,Adelboden,1967,1307.7,46.5,7.566666667
ABO,Adelboden,1968,1497.6,46.5,7.566666667
ABO,Adelboden,1969,1189,46.5,7.566666667
ABO,Adelboden,1970,1481.2,46.5,7.566666667
ABO,Adelboden,1971,1144.7,46.5,7.566666667
ABO,Adelboden,1972,1182.3,46.5,7.566666667
ABO,Adelboden,1973,1229.6,46.5,7.566666667
ABO,Adelboden,1974,1515.7,46.5,7.566666667
ABO,Adelboden,1975,1258.2,46.5,7.566666667
ABO,Adelboden,1976,1050.2,46.5,7.566666667
ABO,Adelboden,1977,1535.7,46.5,7.566666667
ABO,Adelboden,1978,1407.7,46.5,7.566666667
ABO,Adelboden,1979,1694.9,46.5,7.566666667
ABO,Adelboden,1980,1445.1,46.5,7.566666667
ABO,Adelboden,1981,1751.4,46.5,7.566666667
ABO,Adelboden,1982,1318.1,46.5,7.566666667
ABO,Adelboden,1983,1209.5,46.5,7.566666667
ABO,Adelboden,1984,1105.3,46.5,7.566666667
ABO,Adelboden,1985,1193.4,46.5,7.566666667
ABO,Adelboden,1986,1579.4,46.5,7.566666667
ABO,Adelboden,1987,1346.5,46.5,7.566666667
ABO,Adelboden,1988,1408.8,46.5,7.566666667
ABO,Adelboden,1989,1132.5,46.5,7.566666667
ABO,Adelboden,1990,1463.4,46.5,7.566666667
ABO,Adelboden,1991,1193.2,46.5,7.566666667
ABO,Adelboden,1992,1428.4,46.5,7.566666667
ABO,Adelboden,1993,1459,46.5,7.566666667
ABO,Adelboden,1994,1439.8,46.5,7.566666667
ABO,Adelboden,1995,1597.7,46.5,7.566666667
ABO,Adelboden,1996,1268.7,46.5,7.566666667
ABO,Adelboden,1997,1223.9,46.5,7.566666667
ABO,Adelboden,1998,1151,46.5,7.566666667
ABO,Adelboden,1999,1665.1,46.5,7.566666667
ABO,Adelboden,2000,1101.6,46.5,7.566666667
ABO,Adelboden,2001,1506.6,46.5,7.566666667
ABO,Adelboden,2002,1676.6,46.5,7.566666667
ABO,Adelboden,2003,1081.5,46.5,7.566666667
ABO,Adelboden,2004,1274.2,46.5,7.566666667
ABO,Adelboden,2005,1154.4,46.5,7.566666667
ABO,Adelboden,2006,1201.4,46.5,7.566666667
ABO,Adelboden,2007,1617.2,46.5,7.566666667
ABO,Adelboden,2008,1212.9,46.5,7.566666667
ABO,Adelboden,2009,1202.9,46.5,7.566666667
ABO,Adelboden,2010,1122.9,46.5,7.566666667
ABO,Adelboden,2011,1125.2,46.5,7.566666667
ABO,Adelboden,2012,1286.9,46.5,7.566666667
ABO,Adelboden,2013,1179.6,46.5,7.566666667
ABO,Adelboden,2014,1251.5,46.5,7.566666667
ABO,Adelboden,2015,1279,46.5,7.566666667
ABO,Adelboden,2016,1281.1,46.5,7.566666667
ABO,Adelboden,2017,1352.7,46.5,7.566666667
ABO,Adelboden,2018,1244.5,46.5,7.566666667
ABO,Adelboden,2019,1255.7,46.5,7.566666667
ABO,Adelboden,2020,1240.2,46.5,7.566666667
ABO,Adelboden,2021,1455,46.5,7.566666667
ABO,Adelboden,2022,1050.3,46.5,7.566666667
ASH,Aesch BL,1961,926.5,47.46666667,7.6
ASH,Aesch BL,1962,797.1,47.46666667,7.6
ASH,Aesch BL,1963,853.7,47.46666667,7.6
